Timestamp,I am 18+ and consent to take part. I understand anomymised data will be published openly,Please enter your prolific ID (this is required to receive payment),"How often do you use digital or AI-powered tools (e.g., ChatGPT, Copilot, Gemini, AI-enhanced search) in your daily life? ",I have a clear understanding of my core personal values. ,I can easily explain what matters most to me. ,My values rarely change over time. ,I feel confident in what I believe is right for me. ,Which of the following best represent your top three personal values? (select up to 3),What matters most to you in life?  ,My life feels meaningful. ,I feel fulfilled by how I spend my time. ,I have a clear sense of direction in my life. ,I often feel unsure about what I truly want in life. ,I feel motivated about my future. ,My daily behaviour reflects my values. ,I often behave in ways that conflict with what’s important to me. ,"I often know what I should do, but I struggle to follow through in real life ",I struggle to be the person I want to be. ,Which areas of your life feel least aligned with your values? (select all that apply),  I have felt cheerful and in good spirits.  ,I have felt calm and relaxed. ,I have felt active and vigorous. ,I woke up feeling fresh and rested. ,My daily life has been filled with things that interest me. ,I trust myself to make good decisions. ,I feel easily influenced by other people’s opinions. ,I doubt myself even when I know what I truly value. ,I find it difficult to follow my internal compass. ,Digital noise makes it harder to focus on what matters. ,I often feel distracted from my values by online content. ,"I often feel reactive, distracted, or pulled away from the person I want to become. ",AI tools sometimes influence how I think about decisions. ,I prefer to rely on my own judgement rather than AI suggestions. ,I worry that AI could push society away from meaningful things.  ,AI should be trained to reflect core human values. ,Understanding what humans value is important for future AI systems. ,Which values do you believe AI systems should reflect? (select up 3),What is your age group?,Which of the following best describes your current work status? ,What is your highest level of education? ,Country of residence,Which of the following best describes your gender?,How would you describe your general emotional wellbeing?  
25/11/2025 10:01:53,Yes,665b5d015bd1fbd411f8b77a,Often,7,7,7,7,"Family, Honesty / Integrity, Responsibility",Family,6,6,6,2,5,6,1,6,6,"Health, Time / focus, Digital habits, Finances",4,4,3,2,3,6,6,3,1,7,7,7,7,5,7,7,7,"Human wellbeing, Non-harm, Transparency",35 - 44,Employed part-time,Postgraduate degree,UK,Woman,4
25/11/2025 10:01:54,Yes,671d39090c9e2ad9ec75a03c,Often,5,6,6,5,"Family, Honesty / Integrity, Health",my family,5,5,4,3,5,5,1,4,4,Work / career,4,4,2,2,3,6,3,1,2,2,1,1,1,7,5,6,4,"Honesty, Fairness, Transparency",55 - 65,Not currently working,High school,UK,Woman,7
25/11/2025 10:01:55,Yes,5cf5ea4dea7a80000156520e,Everyday,7,7,4,7,"Family, Honesty / Integrity, Responsibility",To be happy and do what makes me happy and also help some people along the way,7,7,7,1,7,6,1,1,1,None,5,5,5,5,5,7,7,1,1,4,3,4,5,6,7,7,7,"Honesty, Responsibility, Accountability",25 - 34,Employed full time,Bachelor’s degree,US,Man,7
25/11/2025 10:01:57,Yes,5da74e9437d4210016492810,Sometimes,6,7,5,6,"Security / Stability, Health, Faith / Spirituality",Faith,5,4,5,3,4,3,5,4,5,"Health, Digital habits",2,3,2,2,3,5,3,5,4,5,5,5,4,4,3,6,7,"Honesty, Human wellbeing, Non-harm",55 - 65,Not currently working,Some university/college,Canada,Man,4
25/11/2025 10:01:58,Yes,667130c07398403120cb2bc4,Very often,5,5,4,6,"Family, Security / Stability, Health",Health,4,3,4,5,3,4,3,4,4,"Time / focus, Digital habits",2,3,2,2,2,5,4,4,4,6,5,4,4,5,4,4,5,"Honesty, Non-harm, Accountability",35 - 44,Employed full time,Postgraduate degree,UK,Man,3
25/11/2025 10:01:58,Yes,673564dc04c70a09cead416e,Very often,7,7,6,7,"Family, Honesty / Integrity, Compassion",My family,7,7,7,3,7,7,2,4,4,"Health, Work / career",4,3,2,2,5,7,4,4,3,4,4,3,2,7,7,7,7,"Honesty, Non-harm, Accountability",45 - 54,Employed part-time,High school,Australia,Woman,6
25/11/2025 10:01:59,Yes,5c87790e4b0de20001352297,Very often,6,6,7,6,"Honesty / Integrity, Security / Stability, Responsibility",Responsibility,5,5,6,3,4,6,2,3,3,"Time / focus, Digital habits, Purpose / direction",3,4,3,4,3,6,4,3,3,5,6,5,5,5,6,7,6,"Honesty, Responsibility, Human wellbeing",Over 65,Not currently working,Postgraduate degree,UK,Man,5
25/11/2025 10:02:02,Yes,5fe7ce592178d1687adef424,Occasionally,6,7,5,6,"Family, Honesty / Integrity, Security / Stability",Stability and progression,6,6,5,2,5,5,2,5,5,"Time / focus, Digital habits",4,5,3,3,4,7,4,3,2,5,7,4,2,7,6,5,7,"Honesty, Empathy, Transparency",25 - 34,Employed full time,Bachelor’s degree,UK,Man,7
25/11/2025 10:02:05,Yes,6914d2ae19ff87dd7cb251c9,Often,5,6,4,6,"Security / Stability, Health, Independence",My physical and mental health,2,6,4,5,6,6,2,3,3,"Time / focus, Work / career",4,4,4,4,4,5,2,4,2,5,4,5,2,4,4,5,7,"Responsibility, Human wellbeing, Transparency",45 - 54,Employed part-time,Bachelor’s degree,Canada,Woman,5
25/11/2025 10:02:08,Yes,677a8e5affbe5673b3a79e6b,Occasionally,6,6,7,5,"Family, Honesty / Integrity, Health",That my family remain healthy and honest to each other.,5,6,4,3,4,6,4,3,3,"Health, Time / focus",4,5,3,2,3,6,2,2,2,3,2,1,2,6,5,4,6,"Honesty, Responsibility, Non-harm",55 - 65,Other,Postgraduate degree,UK,Man,6
25/11/2025 10:02:10,Yes,6659fa0eb4d2041c2fe81f61,Very often,3,3,2,3,"Security / Stability, Independence, Responsibility",stability for my family,3,5,5,5,6,5,3,3,6,"Time / focus, Relationships, Work / career",3,4,2,2,3,5,3,3,3,5,6,5,5,3,5,6,6,"Honesty, Empathy, Responsibility",35 - 44,Employed full time,Bachelor’s degree,UK,Man,4
25/11/2025 10:02:11,Yes,6154cddc853e3d49574deb25,Never,6,5,6,6,"Family, Honesty / Integrity, Compassion",My family and friends,4,2,2,6,2,2,6,7,7,"Health, Work / career, Finances, Purpose / direction",3,3,2,1,2,3,4,6,5,5,5,6,1,7,7,2,4,"Honesty, Non-harm, Transparency",25 - 34,Not currently working,High school,Canada,Man,3
25/11/2025 10:02:12,Yes,5fbfa186195ef82d092dd53c,Often,5,3,5,5,"Honesty / Integrity, Health, Creativity",The health of people I love,2,1,2,6,1,2,3,6,7,"Time / focus, Relationships, Work / career, Purpose / direction, Hobbies",1,2,1,1,1,5,3,7,6,6,6,6,2,6,6,7,7,"Honesty, Fairness, Non-harm",35 - 44,Employed full time,Bachelor’s degree,UK,Woman,2
25/11/2025 10:02:12,Yes,59d1e366faf42e00012b6c1c,Never,7,7,7,7,"Family, Faith / Spirituality, My country ",God,7,5,5,5,4,7,1,4,1,Time / focus,4,4,4,1,3,7,1,1,1,7,2,5,1,7,7,1,7,"Honesty, Responsibility, Accountability",55 - 65,Other,High school,US,Woman,5
25/11/2025 10:02:13,Yes,67db4c889794c3be29370b1d,Never,5,6,6,5,"Honesty / Integrity, Responsibility, Adventure",My family,5,5,4,4,5,5,6,6,6,"Work / career, Finances",3,2,3,1,3,5,6,6,6,6,5,6,5,6,6,7,7,"Honesty, Fairness, Human wellbeing",55 - 65,Employed part-time,Some university/college,UK,Woman,5
25/11/2025 10:02:15,Yes,5d6d32ead222ba001553e7bd,Often,6,6,5,6,"Family, Honesty / Integrity, Community / Contribution",Family,6,6,6,2,6,6,3,3,4,"Work / career, Finances",4,4,4,4,4,6,4,3,3,4,4,4,2,4,4,4,4,"Honesty, Empathy, Responsibility",35 - 44,Employed full time,Postgraduate degree,Canada,Man,6
25/11/2025 10:02:17,Yes,650d9240b7f9fcecaf1f9656,Sometimes,6,6,6,6,"Family, Responsibility, Faith / Spirituality",My family,6,6,6,2,6,6,2,2,2,Health,4,4,3,3,3,5,2,3,3,4,3,2,3,6,3,5,5,"Honesty, Fairness, Transparency",35 - 44,Employed full time,Bachelor’s degree,US,Woman,5
25/11/2025 10:02:21,Yes,67ba079d0b40d4569474bca3,Sometimes,6,5,5,6,"Family, Achievement / Growth, Security / Stability",My family and friends matter most to me.,3,3,2,6,3,3,5,5,6,"Health, Work / career, Purpose / direction",3,3,4,2,3,6,2,5,3,7,6,5,3,5,6,6,7,"Honesty, Responsibility, Human wellbeing",25 - 34,Employed full time,Bachelor’s degree,Canada,Man,4
25/11/2025 10:02:23,Yes,5f57be602095072bb238a7ab,Very often,7,7,6,7,"Honesty / Integrity, Health, Independence",my loved ones,7,5,7,1,6,6,2,1,1,"Work / career, Digital habits",4,5,2,3,4,7,1,1,1,2,1,1,4,4,3,1,4,"Honesty, Respect, Transparency",45 - 54,Employed part-time,Some university/college,UK,Woman,6
25/11/2025 10:02:23,Yes,680e94f0807134aa88abb41d,Sometimes,7,7,6,7,"Family, Honesty / Integrity, Security / Stability",my child matters most ,7,6,4,3,5,7,1,1,1,"Relationships, Work / career, Purpose / direction",4,3,3,2,5,7,1,1,1,1,1,1,1,7,4,7,7,"Honesty, Fairness, Responsibility",45 - 54,Employed full time,High school,Canada,Woman,6
25/11/2025 10:02:26,Yes,669053bbebafdd430e770142,Occasionally,6,6,6,6,"Family, Honesty / Integrity",family,5,5,4,5,4,6,2,4,3,None,3,3,2,2,3,5,4,5,5,6,5,5,3,7,6,7,7,"Empathy, Non-harm, Accountability",45 - 54,Employed part-time,Bachelor’s degree,UK,Woman,5
25/11/2025 10:02:27,Yes,5f514593ea1e87365b9cb05f,Everyday,6,6,6,6,"Family, Independence, Faith / Spirituality",Having somthing to look forwards to and enjoy everyday,6,5,5,6,5,4,6,6,6,"Relationships, Work / career",4,4,4,4,4,5,3,3,3,6,6,6,3,5,2,7,7,"Honesty, Empathy, Non-harm",55 - 65,Employed full time,Bachelor’s degree,UK,Man,6
25/11/2025 10:02:28,Yes,63ed0392b8b24c34aaf26310,Very often,6,5,7,5,"Family, Honesty / Integrity, Health",My kids,5,5,5,6,1,6,1,5,7,"Health, Finances, Purpose / direction",3,2,1,1,3,6,2,5,2,5,5,3,4,4,3,4,6,"Honesty, Non-harm, Accountability",45 - 54,Self-employed / freelance,Some university/college,UK,Woman,4
25/11/2025 10:02:28,Yes,63ed50df25d0ea08696b393f,Often,6,6,5,6,"Family, Achievement / Growth, Responsibility",family,6,5,5,2,6,5,2,3,2,Digital habits,4,4,3,4,4,6,2,2,1,4,4,3,4,5,4,3,4,"Fairness, Transparency",45 - 54,Employed full time,Bachelor’s degree,UK,Man,6
25/11/2025 10:02:30,Yes,5b70d5cf48302c0001ba0771,Very often,6,7,5,6,"Family, Honesty / Integrity, Health",Making sure myself and my family stay healthy,7,7,6,1,6,7,3,2,2,Time / focus,4,5,2,3,5,7,2,1,2,2,2,2,4,6,3,5,7,"Responsibility, Non-harm, Accountability",55 - 65,Employed full time,High school,UK,Man,7
25/11/2025 10:02:31,Yes,60b8f2c365ec36a3395896b6,Often,7,6,6,7,"Family, Compassion, Creativity","Feeling free and getting along with people, having the freedom to be creative",4,3,3,4,4,5,2,3,5,"Health, Work / career, Purpose / direction",3,2,2,1,2,6,4,6,2,6,4,5,2,6,5,6,7,"Fairness, Respect, Human wellbeing",45 - 54,Employed part-time,High school,UK,Woman,3
25/11/2025 10:02:34,Yes,63f77f79278126e103659cf4,Often,7,7,5,6,"Family, Achievement / Growth, Health",My family and their security.,7,7,7,1,7,6,1,1,1,Digital habits,4,4,5,4,5,7,1,1,1,1,1,1,3,6,2,4,3,"Non-harm, Transparency, Accountability",25 - 34,Employed full time,Bachelor’s degree,UK,Man,7
25/11/2025 10:02:34,Yes,67727a80c7d8eee59166d596,Very often,7,7,7,7,"Family, Honesty / Integrity, Health",My wife and dog,7,5,6,2,6,6,2,2,2,Finances,4,5,4,5,5,6,2,2,1,2,1,1,5,5,1,6,6,"Empathy, Non-harm, Accountability",35 - 44,Employed full time,Bachelor’s degree,UK,Man,7
25/11/2025 10:02:35,Yes,66f4a91ab3891338de6e6107,Occasionally,6,5,6,6,"Family, Honesty / Integrity, Health",family ,4,5,4,5,4,5,3,4,2,Work / career,3,4,4,2,2,5,2,5,3,3,3,3,2,6,4,4,5,"Honesty, Fairness, Respect",55 - 65,Employed part-time,Some university/college,UK,Woman,4
25/11/2025 10:02:35,Yes,5f29e28891ec7717cd0cc69b,Occasionally,6,6,6,6,"Family, Health, Independence",Family and health ,3,4,4,4,4,5,2,2,2,"Health, Relationships, Finances",3,3,3,2,2,5,2,2,2,6,6,3,1,7,6,6,6,"Honesty, Empathy, Respect",25 - 34,Employed full time,Postgraduate degree,UK,Woman,4
25/11/2025 10:02:38,Yes,666344916bdba2e2c980dcd0,Occasionally,5,7,7,7,"Family, Honesty / Integrity, Creativity",m family being happy,5,5,3,6,4,5,1,4,5,"Health, Time / focus, Work / career, Digital habits",2,3,1,2,2,5,7,5,3,7,4,5,2,4,6,7,7,"Honesty, Empathy, Human wellbeing",35 - 44,Not currently working,High school,UK,Woman,3
25/11/2025 10:02:40,Yes,6053790f2babfba77b1cfebb,Occasionally,6,6,6,7,"Family, Honesty / Integrity, Compassion",That my children are happy and secure,6,5,5,1,4,7,2,4,3,"Health, Time / focus",4,4,1,1,3,6,4,3,3,3,3,4,2,5,7,7,7,"Honesty, Human wellbeing, Non-harm",Over 65,Not currently working,Bachelor’s degree,UK,Man,6
25/11/2025 10:02:41,Yes,67db2ea56c3dd10aeebf61ab ,Sometimes,6,7,7,6,"Family, Security / Stability, Independence",My family,6,6,5,2,6,6,2,4,4,Digital habits,4,4,3,3,4,5,5,3,3,5,5,3,1,7,6,7,7,"Honesty, Non-harm, Accountability",Over 65,Employed part-time,High school,UK,Woman,5
25/11/2025 10:02:46,Yes,5be9e07b887ea400012b46e6,Sometimes,6,6,6,6,"Family, Honesty / Integrity, Security / Stability",Family and them being healthy and happy,4,4,3,2,2,6,2,6,5,"Health, Finances",4,4,2,3,3,6,2,2,1,2,2,3,2,6,3,4,5,"Honesty, Respect, Transparency",35 - 44,Employed part-time,Bachelor’s degree,Canada,Woman,5
25/11/2025 10:02:50,Yes,64df6c0375d740bb235620f5,Everyday,6,6,3,6,"Health, Independence, Adventure",Health,5,4,3,4,5,4,3,5,6,"Time / focus, Relationships, Work / career, Digital habits, Finances, Purpose / direction",4,4,2,4,3,4,5,2,5,6,5,5,6,4,4,6,4,"Honesty, Non-harm, Accountability",25 - 34,Employed part-time,Bachelor’s degree,Canada,Man,5
25/11/2025 10:02:50,Yes,66797a447bfcb47256846ed2,Everyday,6,5,3,6,"Family, Honesty / Integrity, Compassion",Making sure my family is being taken care of,5,6,5,2,5,7,1,2,1,Finances,4,4,3,4,5,6,2,2,2,1,1,1,7,4,3,6,4,"Respect, Transparency, Accountability",55 - 65,Employed full time,Bachelor’s degree,Canada,Man,6
25/11/2025 10:02:51,Yes,67c0d2988b43f53cb31dd00e,Sometimes,6,5,4,6,"Family, Honesty / Integrity, Creativity",My family and personal creativity.,5,3,4,5,6,2,7,6,7,"Time / focus, Work / career, Finances",4,3,3,2,5,5,2,6,7,4,5,6,1,7,6,5,7,"Honesty, Non-harm, Transparency",25 - 34,Employed part-time,High school,Canada,Man,5
25/11/2025 10:03:02,Yes,64491afdfd7c9850dbe34166,Sometimes,7,7,7,6,"Family, Honesty / Integrity, Health",Family,5,5,3,2,3,6,1,3,3,Health,4,4,1,1,3,6,5,5,2,4,6,3,4,6,6,6,6,"Empathy, Non-harm, Transparency",55 - 65,Not currently working,Bachelor’s degree,UK,Woman,5
25/11/2025 10:03:02,Yes,5be08379a34306000165f14c,Never,7,6,6,7,"Achievement / Growth, Compassion, Creativity",That everyone feels they're valued.,5,6,6,4,6,6,3,4,5,"Digital habits, Finances",4,4,3,5,4,6,2,1,4,6,5,5,1,7,6,3,4,"Fairness, Transparency",25 - 34,Employed part-time,Some university/college,UK,Woman,6
25/11/2025 10:03:03,Yes,6594f32b15de581dcf3c1edb,Rarely,5,4,7,6,"Honesty / Integrity, Responsibility",My dog and my sister,3,5,4,6,5,4,2,3,3,"Work / career, Purpose / direction",4,2,2,1,3,6,3,4,2,3,3,3,3,6,4,2,3,Transparency,18 - 24,Not currently working,Some university/college,New Zealand,Woman,3
25/11/2025 10:03:03,Yes,6760a1e051f418d6ac0490d8,Often,5,5,6,6,"Family, Honesty / Integrity, Compassion",Family,5,4,3,5,4,4,3,4,5,"Time / focus, Digital habits, Finances",3,3,2,2,3,6,3,2,2,5,5,5,5,5,6,6,6,"Honesty, Non-harm, Transparency",35 - 44,Employed full time,Bachelor’s degree,UK,Man,5
25/11/2025 10:03:05,Yes,676443cee5ece5f979de2bd2,Sometimes,3,3,5,5,"Family, Honesty / Integrity, Security / Stability",financial stability ,2,2,3,1,3,4,6,7,6,"Health, Relationships",2,3,3,1,2,5,3,4,5,4,6,6,2,4,6,7,6,"Honesty, Respect, Human wellbeing",45 - 54,Employed full time,High school,UK,Man,3
25/11/2025 10:03:06,Yes,6110888158573651261c3100,Sometimes,6,7,6,7,"Family, Honesty / Integrity, Health",family,6,6,6,2,6,7,7,4,2,Digital habits,5,5,5,3,5,7,4,2,2,6,6,3,5,7,7,7,7,Non-harm,55 - 65,Employed part-time,High school,US,Woman,7
25/11/2025 10:03:07,Yes,5b0710e7a84dcf0001beee8a,Often,5,5,6,6,"Family, Security / Stability, Independence",my family ,3,3,2,5,2,4,3,6,6,"Health, Work / career, Purpose / direction",2,1,2,2,2,4,4,5,5,5,3,5,4,5,5,5,6,"Honesty, Responsibility, Non-harm",55 - 65,Employed part-time,Bachelor’s degree,UK,Woman,2
25/11/2025 10:03:09,Yes,67817072744db590327b7f30,Occasionally,6,6,5,6,"Family, Honesty / Integrity, Independence",Family,6,5,6,2,5,6,3,5,3,Work / career,4,4,4,2,3,6,2,3,3,5,4,3,5,5,5,6,6,"Honesty, Human wellbeing, Transparency",55 - 65,Self-employed / freelance,High school,Canada,Man,6
25/11/2025 10:03:09,Yes,67348655740ba2af245dbe1d,Occasionally,5,3,5,6,"Honesty / Integrity, Security / Stability, Independence",Freedom,3,2,1,7,3,2,5,4,7,"Health, Time / focus, Relationships, Work / career, Digital habits, Finances, Purpose / direction",2,2,2,2,2,2,2,5,5,7,5,6,3,4,5,4,6,"Honesty, Fairness, Non-harm",45 - 54,Employed full time,Postgraduate degree,UK,Woman,3
25/11/2025 10:03:09,Yes,626285ad898d0ce84c5e1184,Everyday,5,6,6,6,"Family, Security / Stability, Responsibility",Family ,5,4,4,3,4,5,2,2,2,"Time / focus, Digital habits",3,3,3,2,2,5,4,3,2,5,4,3,4,3,4,4,5,"Empathy, Responsibility, Human wellbeing",45 - 54,Employed full time,Bachelor’s degree,UK,Man,4
25/11/2025 10:03:11,Yes,5aa15fe0dbdb470001ef285c,Occasionally,6,6,6,6,"Family, Security / Stability, Health",My family ,6,6,6,2,6,6,2,2,2,None,4,5,4,4,4,6,2,6,2,5,2,2,3,6,5,4,6,"Honesty, Responsibility, Non-harm",55 - 65,Employed part-time,Bachelor’s degree,UK,Woman,6
25/11/2025 10:03:13,Yes,5d4889c6643eb80001fb3f5f,Often,6,6,6,6,"Family, Honesty / Integrity, Achievement / Growth",My family ,6,5,6,3,6,6,2,3,3,Health,4,2,2,3,4,6,3,4,2,5,3,3,3,5,5,4,5,"Honesty, Respect, Responsibility",35 - 44,Employed full time,High school,UK,Woman,5
25/11/2025 10:03:16,Yes,615ebe7c2fb5443bf6b04f25,Often,5,5,3,4,"Family, Security / Stability, Responsibility",My family - especially my children,5,5,5,5,4,5,3,6,5,"Health, Relationships, Digital habits",3,3,2,2,3,6,4,4,4,6,5,5,5,4,3,4,5,"Honesty, Fairness, Non-harm",35 - 44,Employed full time,Postgraduate degree,Ireland,Woman,5
25/11/2025 10:03:17,Yes,5d6d5eb0cc922200196b5303,Occasionally,6,5,5,4,"Family, Security / Stability, Compassion",My children being safe,6,4,4,5,4,4,3,6,6,Time / focus,4,3,2,1,3,3,5,7,6,4,3,5,3,7,7,4,5,"Honesty, Non-harm, Transparency",45 - 54,Employed full time,Postgraduate degree,UK,Woman,5
25/11/2025 10:03:17,Yes,5a69f41df10cdb0001b10329,Everyday,7,7,7,7,"Honesty / Integrity, Creativity, Faith / Spirituality",Being completely independent and off the grid. My faith in good. ,7,7,7,1,7,7,1,4,4,"Health, Relationships, Finances",4,4,5,3,5,6,3,7,2,6,3,4,6,3,3,7,7,"Empathy, Human wellbeing, Transparency",35 - 44,Employed part-time,Some university/college,US,Man,6
25/11/2025 10:03:18,Yes,668ebf594982c57c983cd910,Everyday,7,7,7,6,"Family, Honesty / Integrity, Health","Staying healthy, connected, and enjoying meaningful time with the people I love.",7,7,7,1,7,7,1,1,1,"Health, Relationships, Work / career, Finances, Purpose / direction",4,4,4,4,4,7,1,1,1,1,1,1,1,7,4,7,7,"Honesty, Fairness, Human wellbeing",Over 65,Employed full time,Bachelor’s degree,US,Woman,7
25/11/2025 10:03:18,Yes,5c651332bcb1b40001864762,Occasionally,6,5,5,6,"Family, Honesty / Integrity, Security / Stability",My daughter,6,6,6,2,6,6,2,5,3,Digital habits,4,4,4,4,4,6,2,2,2,5,5,6,5,6,5,6,6,"Human wellbeing, Transparency, Accountability",25 - 34,Employed full time,Bachelor’s degree,UK,Man,5
25/11/2025 10:03:19,Yes,6768434c73d3cbf6add74da9,Everyday,7,7,5,6,"Family, Creativity, Responsibility",My daughter,6,5,5,3,5,6,6,5,6,"Health, Time / focus, Work / career",2,2,3,1,3,5,2,2,2,5,3,4,5,4,5,5,5,"Honesty, Non-harm, Transparency",25 - 34,Not currently working,Some university/college,UK,Woman,3
25/11/2025 10:03:20,Yes,669a8660d4a57296b3d666e1,Rarely,6,5,6,6,"Honesty / Integrity, Health, Independence",Honesty / Integrity with others.,4,4,3,5,4,6,2,4,3,"Relationships, Digital habits, Purpose / direction",4,4,2,3,2,6,4,3,2,6,6,4,1,7,6,5,6,"Empathy, Human wellbeing, Transparency",35 - 44,Employed full time,High school,US,Man,5
25/11/2025 10:03:20,Yes,691505db42a79f417daadef7,Rarely,5,4,6,5,"Compassion, Creativity, Community / Contribution",My comrades,2,3,1,7,2,4,3,7,7,"Health, Time / focus, Work / career, Digital habits, Finances, Purpose / direction",3,3,1,2,3,3,5,6,5,5,6,6,2,7,6,4,7,"Human wellbeing, Non-harm, Accuracy",18 - 24,Not currently working,High school,Canada,Man,3
25/11/2025 10:03:24,Yes,6661b368a58b43154e1c7560,Everyday,6,6,6,7,"Family, Health, Adventure",My son,7,6,6,1,6,6,2,2,2,"Health, Time / focus, Work / career",4,4,5,4,4,7,1,2,1,4,3,2,3,6,4,5,5,"Honesty, Fairness, Responsibility",55 - 65,Employed full time,Bachelor’s degree,Canada,Woman,6
25/11/2025 10:03:24,Yes,5d2f85f28e588a0019164d77,Often,7,7,7,6,"Family, Honesty / Integrity, Compassion",My family and being kind to people,7,7,6,1,6,5,1,2,1,None,4,5,4,4,5,6,3,1,2,4,1,1,3,4,4,6,6,"Honesty, Empathy, Non-harm",55 - 65,Not currently working,Some university/college,UK,Woman,6
25/11/2025 10:03:26,Yes,5f61151aead6a006ebe2747b,Sometimes,6,6,6,6,"Security / Stability, Health, Independence",Health,5,5,6,2,5,4,3,3,3,"Time / focus, Relationships, Digital habits, Purpose / direction",4,4,4,4,3,7,2,2,3,5,5,5,5,7,5,6,6,"Human wellbeing, Non-harm, Accountability",35 - 44,Employed full time,High school,Canada,Man,6
25/11/2025 10:03:26,Yes,611870a41de777ae15971e9d,Sometimes,6,6,5,7,"Family, Honesty / Integrity, Compassion",my family,3,2,2,5,1,6,2,3,3,None,2,1,2,2,2,2,3,3,2,5,2,2,2,7,7,7,7,"Responsibility, Human wellbeing, Non-harm",45 - 54,Employed part-time,Bachelor’s degree,Canada,Woman,2
25/11/2025 10:03:28,Yes,5c2f6d25e38ccd0001caab19,Occasionally,6,5,5,5,"Honesty / Integrity, Creativity, Responsibility",Love and happiness,4,3,4,6,4,4,5,6,5,"Digital habits, Finances",3,2,3,1,3,6,3,4,5,6,4,3,3,6,5,6,6,"Honesty, Responsibility, Non-harm",45 - 54,Not currently working,Some university/college,UK,Man,4
25/11/2025 10:03:29,Yes,5e766b0ba02ca51dfa1de797,Often,6,6,6,6,"Family, Honesty / Integrity, Responsibility",Family,6,6,6,1,6,6,2,2,2,None,4,4,4,3,3,6,2,2,2,2,1,2,4,5,4,6,6,"Honesty, Empathy, Transparency",55 - 65,Employed full time,Postgraduate degree,UK,Man,6
25/11/2025 10:03:33,Yes,5ee00b8630f30b34f2a5dc1c,Occasionally,5,5,3,5,"Honesty / Integrity, Compassion, Community / Contribution",Caring for those who suffer.,1,1,1,5,1,2,6,7,7,"Health, Time / focus, Relationships, Work / career, Finances, Purpose / direction",2,2,2,2,2,2,3,6,7,5,5,7,2,7,6,5,5,"Empathy, Human wellbeing, Non-harm",35 - 44,Not currently working,Some university/college,US,Man,1
25/11/2025 10:03:35,Yes,671a5785170a0f6380c51f28,Often,7,6,6,7,"Family, Health, Faith / Spirituality",Family,7,7,7,1,7,7,1,2,3,Time / focus,5,5,3,5,5,7,2,1,1,5,4,2,3,5,6,7,7,"Empathy, Fairness, Non-harm",25 - 34,Employed part-time,Bachelor’s degree,UK,Woman,6
25/11/2025 10:03:46,Yes,6032276df732e91d963c2bd8,Occasionally,5,6,7,6,"Honesty / Integrity, Security / Stability, Health",Feeling safe ,4,5,4,3,2,4,4,5,7,"Time / focus, Relationships, Work / career",2,3,1,1,3,4,4,7,6,7,5,7,3,7,7,5,5,"Empathy, Fairness, Non-harm",45 - 54,Employed full time,Some university/college,UK,Woman,3
25/11/2025 10:03:47,Yes,60f5df9db9380d875c320307,Very often,7,7,2,7,"Family, Honesty / Integrity, Independence","Trust, honesty and family ",6,6,7,1,7,7,2,1,1,Faith and spirituality ,4,5,4,4,5,7,3,1,1,3,4,1,5,7,6,7,7,"Honesty, Fairness, Accountability",55 - 65,Employed full time,Postgraduate degree,UK,Man,7
25/11/2025 10:03:52,Yes,66b244a2f436437d3e109bbe,Everyday,7,7,5,7,"Honesty / Integrity, Achievement / Growth, Compassion",Being a good person,2,2,3,2,7,7,1,3,3,"Health, Work / career",2,2,2,2,4,5,2,2,1,7,1,3,7,4,7,7,7,"Honesty, Empathy, Respect",25 - 34,Self-employed / freelance,Bachelor’s degree,UK,Man,3
25/11/2025 10:03:52,Yes,5cb67a7ab73e8a001507fae5,Often,6,6,5,6,"Family, Honesty / Integrity, Health",My family matters the most to me,6,5,5,1,6,5,1,1,1,None,4,4,4,4,4,6,3,3,1,4,3,3,4,4,2,4,5,"Honesty, Fairness, Transparency",45 - 54,Employed full time,Bachelor’s degree,US,Man,6
25/11/2025 10:03:55,Yes,67acbcf37bce4a2aa0f088d4,Everyday,7,7,5,7,"Family, Health, Faith / Spirituality","My happiness/contentment. I believe when i am happy and content, I can give it to those around me also.",7,7,6,3,7,7,2,1,1,"Health, Work / career, Finances",4,4,3,4,4,7,1,1,1,4,3,1,6,5,5,6,7,"Empathy, Responsibility, Human wellbeing",25 - 34,Employed part-time,Some university/college,Canada,Woman,6
25/11/2025 10:04:03,Yes,578bb26f6cc44500010448c8,Rarely,7,7,1,7,"Family, Health, Responsibility",Health ,7,7,7,1,5,6,6,1,1,None,4,4,3,3,4,7,2,2,1,1,1,1,1,7,7,7,7,"Honesty, Responsibility, Accountability",Over 65,Not currently working,Less than high school,UK,Woman,7
25/11/2025 10:04:06,Yes,67698e94c727a4a942390c57,Often,5,5,3,6,"Family, Health, Adventure",try to enjoy it eg will travel  and change things for the better asap,2,2,2,6,2,2,4,6,6,"Time / focus, Work / career, Digital habits",2,1,2,3,1,2,4,5,5,5,4,5,4,4,2,5,5,"Fairness, Responsibility, Accountability",55 - 65,Employed part-time,Less than high school,UK,Woman,2
